TreeUID,Farm,Treatment,Season,Diameter,Flower Intensity,No. of young pods,Damaged young pods,Matured pod,Damaged pod,Canopy health,pest,Mean pH,SD pH,Mean N (%),SD N (%),Mean P (mg/Kg),SD P (mg/Kg),Mean K (mg/Kg),SD K (mg/Kg),Mean  Ca(mg/Kg),SD  Ca(mg/Kg),Mean Mg(mg/Kg),SD Mg(mg/Kg),Mean O.C (%),SD O.C (%),Mean O.M (%),SD O.M (%),Mean NDVI,SD NDVI
F_1_TS_C_19,Farm 1,TS_C,Wet,23,Very low,0,0,0,0,High,Very low,5.69,0.19,0.189,0.09,11.091,2.68,73.669,133.57,1680,785.88,360,746.34,0.678,0.97,1.169,1.68,0.92,0
F_1_TS_C_20,Farm 1,TS_C,Wet,37.5,Low,5,2,0,0,High,Very low,5.69,0.19,0.189,0.09,11.091,2.68,73.669,133.57,1680,785.88,360,746.34,0.678,0.97,1.169,1.68,0.92,0
F_1_I_BCO_1,Farm 1,I_BCO,Wet,30,Moderate,13,1,20,0,High,Moderate,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_2,Farm 1,I_BCO,Wet,36,Moderate,2,5,1,1,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_3,Farm 1,I_BCO,Wet,43,High,2,3,5,1,High,Low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_4,Farm 1,I_BCO,Wet,27,Very low,4,3,14,1,High,Low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_5,Farm 1,I_BCO,Wet,55.5,High,6,0,1,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_6,Farm 1,I_BCO,Wet,35,Moderate,24,2,7,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_7,Farm 1,I_BCO,Wet,32,Low,2,1,2,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_8,Farm 1,I_BCO,Wet,44,High,5,0,4,1,Very High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_9,Farm 1,I_BCO,Wet,35,Very low,42,12,13,1,High,Moderate,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_10,Farm 1,I_BCO,Wet,32.5,High,4,0,3,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_11,Farm 1,I_BCO,Wet,31.5,High,14,2,15,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_12,Farm 1,I_BCO,Wet,41,High,12,4,15,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_13,Farm 1,I_BCO,Wet,34.5,Very low,2,0,8,0,Moderate,Moderate,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_14,Farm 1,I_BCO,Wet,32.5,Low,6,0,11,0,High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_15,Farm 1,I_BCO,Wet,52.5,Low,6,6,7,0,Moderate,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_16,Farm 1,I_BCO,Wet,52.5,High,27,2,28,0,Very High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_17,Farm 1,I_BCO,Wet,43.5,Moderate,30,0,28,1,Very High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_18,Farm 1,I_BCO,Wet,41,Low,3,1,1,0,Very High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_19,Farm 1,I_BCO,Wet,34,Very low,1,0,4,0,Moderate,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCO_20,Farm 1,I_BCO,Wet,40,Low,3,0,2,0,Very High,Very low,6.54,0.43,0.231,0.05,16.389,6.18,40.67,31.22,3920,1200.64,168,305.25,1.357,0.69,2.339,1.19,0.84,0
F_1_I_BCM_1,Farm 1,I_BCM,Wet,42,High,0,0,1,1,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_2,Farm 1,I_BCM,Wet,34,Very low,0,0,4,1,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_3,Farm 1,I_BCM,Wet,27,Low,0,0,4,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_4,Farm 1,I_BCM,Wet,35.5,Very low,1,0,6,0,Moderate,Low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_5,Farm 1,I_BCM,Wet,31.5,Moderate,1,0,6,0,Moderate,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_6,Farm 1,I_BCM,Wet,41.5,High,12,0,6,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_7,Farm 1,I_BCM,Wet,33,Very low,6,0,2,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_8,Farm 1,I_BCM,Wet,25.5,Very low,0,0,0,0,Moderate,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_9,Farm 1,I_BCM,Wet,22.5,Very low,5,1,3,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_10,Farm 1,I_BCM,Wet,31,Low,3,2,3,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_11,Farm 1,I_BCM,Wet,22,Low,3,0,2,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_12,Farm 1,I_BCM,Wet,23,Very low,2,0,2,0,Moderate,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_13,Farm 1,I_BCM,Wet,25,Low,2,0,2,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_14,Farm 1,I_BCM,Wet,31,Low,0,0,10,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_15,Farm 1,I_BCM,Wet,33,Low,16,0,26,1,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_16,Farm 1,I_BCM,Wet,27,Low,6,0,9,1,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_17,Farm 1,I_BCM,Wet,36,Very low,0,0,0,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_18,Farm 1,I_BCM,Wet,24.5,Very low,2,1,7,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_19,Farm 1,I_BCM,Wet,31.5,Moderate,4,0,10,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_I_BCM_20,Farm 1,I_BCM,Wet,21.5,Moderate,3,0,0,0,High,Very low,6.43,0.27,0.084,0.04,51.707,17.87,306.805,224.4,1160,240.55,192,50.34,1.397,0.36,2.408,0.63,0.81,0
F_1_TS_BCO_1,Farm 1,TS_BCO,Wet,31,High,9,1,0,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_2,Farm 1,TS_BCO,Wet,25,High,15,0,0,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_3,Farm 1,TS_BCO,Wet,29,Low,43,13,17,1,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_4,Farm 1,TS_BCO,Wet,26.1,Moderate,6,1,10,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_5,Farm 1,TS_BCO,Wet,46,Low,3,0,5,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_6,Farm 1,TS_BCO,Wet,48,High,13,2,4,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_7,Farm 1,TS_BCO,Wet,41,High,10,3,0,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_8,Farm 1,TS_BCO,Wet,37.5,Very low,0,0,1,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_9,Farm 1,TS_BCO,Wet,32,Very High,2,0,1,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_10,Farm 1,TS_BCO,Wet,28.5,High,7,0,2,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_11,Farm 1,TS_BCO,Wet,31.5,High,2,0,2,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_12,Farm 1,TS_BCO,Wet,26,Moderate,1,0,7,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_13,Farm 1,TS_BCO,Wet,41,Low,2,0,3,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_14,Farm 1,TS_BCO,Wet,23.5,Very low,3,1,0,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_15,Farm 1,TS_BCO,Wet,32,Moderate,6,4,0,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_16,Farm 1,TS_BCO,Wet,31.5,Moderate,0,0,3,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_17,Farm 1,TS_BCO,Wet,34,Low,9,0,4,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_18,Farm 1,TS_BCO,Wet,31,High,12,0,3,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_19,Farm 1,TS_BCO,Wet,29.5,Very High,0,0,2,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_BCO_20,Farm 1,TS_BCO,Wet,36,Very low,0,0,1,0,High,Very low,7.14,0.25,0.217,0.08,83493,28.36,1569.7,2282.19,2240,919.13,120,104.89,2.474,0.9,4.265,1.56,0.81,0
F_1_TS_M_1,Farm 1,TS_M,Wet,28,Very High,11,0,3,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_2,Farm 1,TS_M,Wet,40.5,Very High,9,1,7,0,Very High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_3,Farm 1,TS_M,Wet,29,Very low,4,0,4,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_4,Farm 1,TS_M,Wet,30,Moderate,7,0,8,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_5,Farm 1,TS_M,Wet,31.5,Moderate,18,3,14,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_6,Farm 1,TS_M,Wet,34,Low,1,0,4,0,Moderate,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_7,Farm 1,TS_M,Wet,40,Low,5,0,0,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_8,Farm 1,TS_M,Wet,30,Low,8,2,4,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_9,Farm 1,TS_M,Wet,23.5,Very low,4,1,0,0,Moderate,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_10,Farm 1,TS_M,Wet,37.5,High,9,1,6,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_11,Farm 1,TS_M,Wet,26.5,High,3,0,1,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_12,Farm 1,TS_M,Wet,49.5,Low,6,0,0,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_13,Farm 1,TS_M,Wet,31,Low,15,0,0,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_14,Farm 1,TS_M,Wet,31,Very low,2,0,3,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_15,Farm 1,TS_M,Wet,35.5,Low,6,0,6,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_16,Farm 1,TS_M,Wet,38.5,Low,1,0,5,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_17,Farm 1,TS_M,Wet,36.5,Moderate,19,2,5,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_18,Farm 1,TS_M,Wet,27.5,Very low,1,1,0,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_19,Farm 1,TS_M,Wet,45.5,Moderate,10,0,0,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_M_20,Farm 1,TS_M,Wet,49,Moderate,0,0,3,0,High,Very low,7.74,0.58,0.147,0.11,534.725,211.24,162.767,616.63,680,1413.31,1416,516.08,1.835,1.24,3.164,2.13,0.92,0
F_1_TS_BC_1,Farm 1,TS_BC,Dry,47.5,High,11,4,15,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_2,Farm 1,TS_BC,Dry,22,Very low,0,0,1,0,Moderate,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_3,Farm 1,TS_BC,Dry,26.5,Very low,12,4,5,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_4,Farm 1,TS_BC,Dry,37,Moderate,45,8,17,0,Very High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_5,Farm 1,TS_BC,Dry,35,Very High,22,2,4,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_6,Farm 1,TS_BC,Dry,30,Very low,20,11,4,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_7,Farm 1,TS_BC,Dry,32.5,High,34,7,4,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_8,Farm 1,TS_BC,Dry,47,Moderate,12,4,8,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_9,Farm 1,TS_BC,Dry,38.5,Very low,29,11,27,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_10,Farm 1,TS_BC,Dry,49,High,6,1,6,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_11,Farm 1,TS_BC,Dry,28,Low,5,2,6,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_12,Farm 1,TS_BC,Dry,35.5,Very low,14,4,5,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_13,Farm 1,TS_BC,Dry,47,Moderate,8,1,16,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_14,Farm 1,TS_BC,Dry,43,Moderate,24,2,1,0,Moderate,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_15,Farm 1,TS_BC,Dry,31,Low,22,15,8,0,Moderate,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_16,Farm 1,TS_BC,Dry,34,Low,28,10,14,0,Moderate,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_17,Farm 1,TS_BC,Dry,26.1,Very low,105,96,9,0,Moderate,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_18,Farm 1,TS_BC,Dry,29,Very low,20,17,10,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_19,Farm 1,TS_BC,Dry,34.5,Very low,8,4,8,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_TS_BC_20,Farm 1,TS_BC,Dry,31,Very low,1,0,3,0,High,Very low,5.42,0.19,0.224,0.06,5.793,3.53,753.634,252.81,1240,612.62,240,91.91,2.035,1,0.67,1.73,0.67,0
F_1_I_BC_1,Farm 1,I_BC,Dry,21,Very low,6,7,2,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_2,Farm 1,I_BC,Dry,43,Low,2,2,1,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_3,Farm 1,I_BC,Dry,38,Very low,1,1,0,0,Moderate,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_4,Farm 1,I_BC,Dry,29.5,Moderate,53,8,0,0,Moderate,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_5,Farm 1,I_BC,Dry,41,Moderate,19,3,4,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_6,Farm 1,I_BC,Dry,43.5,Moderate,16,0,18,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_7,Farm 1,I_BC,Dry,34.8,Moderate,7,0,2,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_8,Farm 1,I_BC,Dry,29.5,Low,9,1,9,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_9,Farm 1,I_BC,Dry,34.5,Low,10,3,15,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_10,Farm 1,I_BC,Dry,44,Low,6,0,19,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_11,Farm 1,I_BC,Dry,36,Low,10,0,28,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_12,Farm 1,I_BC,Dry,27,Low,3,0,11,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_13,Farm 1,I_BC,Dry,53,Low,16,0,15,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_14,Farm 1,I_BC,Dry,35,Moderate,26,2,17,0,Moderate,Low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_15,Farm 1,I_BC,Dry,29,Low,3,1,17,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
F_1_I_BC_16,Farm 1,I_BC,Dry,39.5,Very low,9,1,7,0,High,Very low,6.61,0.36,0.119,0.03,12.857,3.43,98.106,38.5,1240,294.74,144,73.45,1.237,0.61,2.132,1.05,0.81,0
